row.names,asv.id,q2.id,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species,ASV
ASV701,ASV701,57b91aae2b15fd8cb56d6394681b1bbb,1,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),,ASV701
ASV702,ASV702,57f42447c63373fee398539c1d73e3f1,0.999999983,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__Woesearchaeales,g__Woesearchaeales,s__marine_metagenome,ASV702
ASV703,ASV703,57f4529f3267db0e4cc78120f080d6db,0.999999867,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,g__Balneola,,ASV703
ASV704,ASV704,58054df6ed7c47e0855856bfa74e8ed9,0.999968164,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,ASV704
ASV705,ASV705,5806138eb6808089b1c43808e97abe94,0.99972007,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Sediminibacterium,,ASV705
ASV706,ASV706,5811b848b02fcfe50e9089496477e7e1,0.999242788,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV706
ASV707,ASV707,582450c4cd0520f2d44b0c5ea6fdd70a,0.999999258,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__Pseudohongiella,,ASV707
ASV708,ASV708,58455bc77f1b3210f2bc6b6b303f19e4,0.999984889,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae,g__uncultured,s__uncultured_marine,ASV708
ASV709,ASV709,585078935b6b3d7f5d6203c55a73b1d5,0.999132347,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Brevifollis,s__uncultured_bacterium,ASV709
ASV710,ASV710,585a9b781d5fc7be0955d577d23d0908,0.953815324,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV710
ASV711,ASV711,5894b26c45ee635bbfde113b1bde02ef,0.930879931,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS2b_marine_group,,ASV711
ASV712,ASV712,589851bb56ce6a3f60676531325462ea,1,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),,ASV712
ASV713,ASV713,58d0e574614f13fccd23e9a6ee31172d,0.991918857,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV713
ASV714,ASV714,58ef58a4d3b400fdf5777ea7e9199c0b,0.81619301,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__Legionella_donaldsonii,ASV714
ASV715,ASV715,590782cd70878f6621a69ddf45391417,0.732876666,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__uncultured,s__Hoeflea_sp.,ASV715
ASV716,ASV716,594100fd9d4308e1a06b6b5f5c20e544,0.805511195,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Nitrosococcaceae,g__Cm1-21,s__uncultured_bacterium,ASV716
ASV717,ASV717,59626c055ed33974be947fedc4eeefcc,1,d__Bacteria,p__WPS-2,c__WPS-2,o__WPS-2,f__WPS-2,g__WPS-2,s__marine_metagenome,ASV717
ASV718,ASV718,596a5e83b493b97ecb57d2167a1201ad,0.742112625,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,s__unidentified_marine,ASV718
ASV719,ASV719,59700adf763895b3681f1f92c8494203,0.887143896,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__bacterium_SH5-3,ASV719
ASV720,ASV720,59783c1c3b82136c182cedc2f7a8914c,0.999931519,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,,ASV720
ASV721,ASV721,59a1aaa11b12c81e7f6aa9c26cc1eab4,0.700164208,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,s__uncultured_Flavobacteriales,ASV721
ASV722,ASV722,59af1fb7fc811649979a611c8220b742,1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS7_marine_group,g__NS7_marine_group,,ASV722
ASV723,ASV723,59b4677a9c00dd04c13e2ed83038b24a,0.999999999,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Microcystaceae,g__Microcystis_PCC-7914,,ASV723
ASV724,ASV724,5a1f2c1166424f2a0c97f9f2d972b63c,0.999960237,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,ASV724
ASV725,ASV725,5a390d2d301ef6f819ec8bf91d8e4d66,0.937947961,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Planctomycetales,f__uncultured,g__uncultured,s__uncultured_bacterium,ASV725
ASV726,ASV726,5a6eb543960eab34e799925354177073,0.801176764,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_II,g__Clade_II,s__unidentified_marine,ASV726
ASV727,ASV727,5a70c3028f3186b2e7949fc47d395d52,0.966150826,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV727
ASV728,ASV728,5a87e91f77c527eec1d51abc8d064018,1,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,,,ASV728
ASV729,ASV729,5a8cc66c5f34835c6628df8effd1a631,1,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,,ASV729
ASV730,ASV730,5a8e6c20d9fbe7e154d6ec04dca20d15,0.999999996,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,,,ASV730
ASV731,ASV731,5a924d311314159b61382d5a483c2438,0.995885068,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__uncultured_bacterium,ASV731
ASV732,ASV732,5aafe63b24e56efd44b9252b08594d9c,0.780796949,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__SAR116_cluster,ASV732
ASV733,ASV733,5ab90de7ec4a09d752344869b223c455,0.83404799,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__uncultured,f__uncultured,g__uncultured,s__uncultured_bacterium,ASV733
ASV734,ASV734,5ad9a8462a90668f4c9e2a04b9fd1225,0.847198199,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__SAR86_clade,s__unidentified_marine,ASV734
ASV735,ASV735,5af72c028f2a92c3180bad0de7237b6e,0.982763123,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome,ASV735
ASV736,ASV736,5b3c8ab272a99a0e561f46d3ac382e50,0.996663346,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__unidentified_marine,ASV736
ASV737,ASV737,5b6e07f9827c4fb98d9d006fa8038b8f,0.986164527,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,s__unidentified_marine,ASV737
ASV738,ASV738,5b832d92120a426ebddbe355f4cd055d,0.781634173,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,g__Balneola,s__uncultured_bacterium,ASV738
ASV739,ASV739,5b9ec42851ce8bfd07c8dba230dc45a5,0.999978782,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,,,ASV739
ASV740,ASV740,5bb35e3ee5afa1ca81935f26a4a076c5,0.981026996,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavicella,,ASV740
ASV741,ASV741,5bdaaf530951e736c7f374574ce1e7b9,0.991365912,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),s__uncultured_SAR324,ASV741
ASV742,ASV742,5bdf0e18cfa3805b366590e39bee18fa,0.85957294,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnobacter,s__uncultured_bacterium,ASV742
ASV743,ASV743,5beed7773c6e8d0c50bf903d9838835c,0.998920638,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV743
ASV744,ASV744,5c0017409704227f2266e237206cac77,0.999999989,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__SAR86_clade,,ASV744
ASV745,ASV745,5c03813768767e647bd42f4ef54af0d7,0.823380901,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Robiginitalea,s__uncultured_bacterium,ASV745
ASV746,ASV746,5c4090ed30ed2402bd3c6a7bc40e7bab,0.805827927,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__uncultured,s__uncultured_Brumimicrobium,ASV746
ASV747,ASV747,5c76a40f1d77099ef12a2c833616c4c1,0.999623811,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__bacterium_enrichment,ASV747
ASV748,ASV748,5cb24d99daf2abb310f27a89a825d96a,0.999934275,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,,ASV748
ASV749,ASV749,5cbd0f43ec876eccfd8479c9920d2518,0.999525962,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,,ASV749
ASV750,ASV750,5cbfdf362bae671939c2d9fcaf35deb2,0.918637791,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacteriaceae,ASV750
ASV751,ASV751,5cd1d48360aabc514fa830d523af5283,0.99957517,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__uncultured_Flexibacteraceae,ASV751
ASV752,ASV752,5cd1fedf33352c5c81bbae90da802b49,0.999931127,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__uncultured,g__uncultured,s__uncultured_Sphingobacteriia,ASV752
ASV753,ASV753,5ce57c51a78d94aad9fd73b983aadb5e,0.998736939,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV753
ASV754,ASV754,5cfc5fbafbb6d4c89e3c12b1505b5118,0.923854126,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Phycisphaera,s__uncultured_Planctomycetales,ASV754
ASV755,ASV755,5d1b67b8dc8c5744b9bb912c8c1a38f9,0.823019308,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__unidentified_marine,ASV755
ASV756,ASV756,5d3f652b874fbd55f7add2c32f146e64,0.943895841,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__uncultured_marine,ASV756
ASV757,ASV757,5d4c8d872dcdaea2fefcc80b63a10117,0.803889394,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnobacter,,ASV757
ASV758,ASV758,5d7cc274dbc6029978ac9c34950484ac,0.928056862,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,,ASV758
ASV759,ASV759,5da301dbd37f488c22e76664a535519c,0.990060057,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS7_marine_group,g__NS7_marine_group,s__uncultured_Flavobacterium,ASV759
ASV760,ASV760,5db581bb5078064b825c44c461787daf,0.991335683,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,ASV760
ASV761,ASV761,5de119f90f0d4092638f670ae4d4cf83,0.987217941,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmata,f__Thermoplasmata,g__Marine_Group_III,s__marine_metagenome,ASV761
ASV762,ASV762,5e14708f063ad5ab7002d59d558d11b8,0.99833236,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__uncultured_Flexibacteraceae,ASV762
ASV763,ASV763,5e170190b37916e48d813ea67b7c503d,0.872595593,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,,ASV763
ASV764,ASV764,5e3a72588981775c82bc9972fdf59dbd,0.959990308,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__marine_metagenome,ASV764
ASV765,ASV765,5e843733398c2cc5b8acd2c5eed6e6c9,0.762151106,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,s__uncultured_bacterium,ASV765
ASV766,ASV766,5ee8edfbe1b75ee86d6f4c6ba395afa4,0.989948632,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__IS-44,,ASV766
ASV767,ASV767,5eedc2c08d36cd4882f5478ea4ee4f9e,0.991038888,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,,ASV767
ASV768,ASV768,5ef40173ce4e508edaa0438d8865b338,0.998781771,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV768
ASV769,ASV769,5f0376c7011a53f7e2e7e2a4cbcad6bd,0.710914433,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__OM182_clade,g__OM182_clade,s__uncultured_bacterium,ASV769
ASV770,ASV770,5f0473eeeab27efe87e03b39c2950169,0.998685099,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV770
ASV771,ASV771,5f0d1e0178d2fd4afa45b0bc0da6a651,0.99875404,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,s__alpha_proteobacterium,ASV771
ASV772,ASV772,5f133f888527db2465dd5112bda12182,1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV772
ASV773,ASV773,5f25fe5d67e85b3124d41ad622fe6c65,0.884529792,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,,ASV773
ASV774,ASV774,5f754b9ccc11214de0064277eb31fbae,0.715256721,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__metagenome,ASV774
ASV775,ASV775,5f840f327972378999491db650dd7fdf,0.992244396,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__uncultured_bacterium,ASV775
ASV776,ASV776,5f84a57c319c43c9d8d9817946d88fcc,0.982447345,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__bacterium_enrichment,ASV776
ASV777,ASV777,5fdb587b93231d845ee92b7d53de8dd9,0.998089294,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV777
ASV778,ASV778,5fe9fa96134f2e669faf53c574c6fc59,0.729828612,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_marine,ASV778
ASV779,ASV779,60020464604acaeef9f27b85702a60ab,0.999935851,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__uncultured,g__uncultured,s__uncultured_Sphingobacteriia,ASV779
ASV780,ASV780,601b152bcc69ba3e72aaea08c7153540,1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,ASV780
ASV781,ASV781,602070708432ba75175678fcdd0a90b7,0.87694193,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__mle1-7,s__uncultured_bacterium,ASV781
ASV782,ASV782,60310bf2ff0d1ae243a475d9214cff10,0.731335771,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,,ASV782
ASV783,ASV783,603f4f75db91324077928f1f1f4b4214,0.761645037,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__uncultured,s__metagenome,ASV783
ASV784,ASV784,603f5fc92bb61c40c24861a6db2dd027,0.716764412,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_bacterium,ASV784
ASV785,ASV785,60520fbfc51e30ecbac593777f8458de,0.797969852,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__AEGEAN-169_marine_group,g__AEGEAN-169_marine_group,s__uncultured_Alphaproteobacteria,ASV785
ASV786,ASV786,60ab9065e70047a577214845a38d5f27,0.999984841,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__unidentified_marine,ASV786
ASV787,ASV787,60b0af22b126df23e2ec14c5c0c1fb62,0.950022516,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacteriaceae,ASV787
ASV788,ASV788,61041ba74c8983fa3bffe9b835c1d3f6,0.938899848,d__Bacteria,,,,,,,ASV788
ASV789,ASV789,6122687c68cbeef8badb0d5839cba467,0.99941914,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,,,ASV789
ASV790,ASV790,618b4d3c6b39f73f95dcbfb2c78b9d72,0.995679946,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV790
ASV791,ASV791,618efa647f4cde58195aa3da67ab9134,0.999374022,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Microtrichaceae,g__Sva0996_marine_group,,ASV791
ASV792,ASV792,61986b6fdaa9203cf6eaf2ac5655f952,0.9408264,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__OM60(NOR5)_clade,s__uncultured_Haliea,ASV792
ASV793,ASV793,61a88e95ebcd54594f6e00b03692d96d,0.991454664,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__unidentified_archaeon,ASV793
ASV794,ASV794,61b5d31372aaa2735e988c3f1ca91c49,0.999999179,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__SAR92_clade,,ASV794
ASV795,ASV795,61c97e469d829c47c9bbdeceadc532f0,0.999998559,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,,ASV795
ASV796,ASV796,61ffdfafb6a3317abf5acc5ab26f86c2,0.928576043,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Gemmatales,f__Gemmataceae,g__uncultured,s__bacterium_enrichment,ASV796
ASV797,ASV797,621a4010f53775cd6e022121d996f332,0.999147775,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,,,ASV797
ASV798,ASV798,62365c69f3924c3c0eb0cba3f405337b,0.856775585,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_bacterium,ASV798
ASV799,ASV799,6236ae370d27f1f46dfa2bc9440c6895,0.375690252,Unassigned,,,,,,,ASV799
ASV800,ASV800,624e7d6af56eb3e086c6961907e78160,0.995806304,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,s__uncultured_bacterium,ASV800
ASV801,ASV801,625c22e3475c668177da469b9cc61025,0.999597609,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,,ASV801
ASV802,ASV802,6287c9a9d29ab2012f6523f60b5648d3,0.975179548,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Marinoscillum,s__marine_metagenome,ASV802
ASV803,ASV803,6291ab0b615629982aae0e0055280d14,0.996885261,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__unidentified_marine,ASV803
ASV804,ASV804,629454b8a1d656ea63f1e24ffa015653,0.844731042,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,,ASV804
ASV805,ASV805,62b808d9b71dd206651e3bf1607607ff,0.849524745,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS7_marine_group,g__NS7_marine_group,s__uncultured_marine,ASV805
ASV806,ASV806,62bf4d0b351be084934a75384b38c4b3,0.875787434,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Limnohabitans,,ASV806
ASV807,ASV807,62c4786f8ac60954bdcc20db6d4e5c9c,0.999999869,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV807
ASV808,ASV808,62dd0c2e37f6a0e4520ca0d1ce546d47,0.99999675,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,,ASV808
ASV809,ASV809,62e7aae563e79015a3b871945e943431,0.999252979,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured,s__uncultured_Flavobacteriia,ASV809
ASV810,ASV810,62f27b08f85fdb282321caa4213c782f,0.999999229,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,,ASV810
ASV811,ASV811,62f8242ddff3fb5a5afe1c87bd6c3f7b,1,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Actinomarinales,f__Actinomarinaceae,g__Candidatus_Actinomarina,,ASV811
ASV812,ASV812,62fd4918ff296194bcdf6aebd504508c,0.756382203,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__Luminiphilus,s__uncultured_gamma,ASV812
ASV813,ASV813,633d82cc6bc57b155eb6a15838864edc,0.939739406,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ga0077536,f__Ga0077536,g__Ga0077536,s__metagenome,ASV813
ASV814,ASV814,63674aabc1a73d58ce03ec9841094c30,1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV814
ASV815,ASV815,6374821fc70e33a4838f8d334f34761b,0.969234897,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV815
ASV816,ASV816,6380cfcf3d878e8873c10f87ceb998dd,0.969530566,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,,ASV816
ASV817,ASV817,638be822866541094bb812a3273b73de,0.99998157,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Microtrichaceae,g__Sva0996_marine_group,,ASV817
ASV818,ASV818,63db95b0c4deb3fcb018d43af133b2a7,0.999884187,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,,ASV818
ASV819,ASV819,63ec7857eabf4c7c0b61c7607a0f2dac,0.999959113,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__TRA3-20,g__TRA3-20,,ASV819
ASV820,ASV820,63fa5640056776401b5c3e06d2d1c5f2,0.942068976,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Defluviicoccales,f__uncultured,g__uncultured,s__uncultured_marine,ASV820
ASV821,ASV821,643fa6cba43340da22f0d4f17656fc4a,0.999999987,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,ASV821
ASV822,ASV822,6464562e40977cf768fb9656276456a2,0.930407885,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS2b_marine_group,,ASV822
ASV823,ASV823,64ce28a086a8269b28ab1b6f1f04d290,0.749865851,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Rhodopila,,ASV823
ASV824,ASV824,64d103c84d22907df10a59cc8ff03192,0.891203001,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__uncultured_Flexibacteraceae,ASV824
